opportunity_id,account_id,owner_id,opportunity_name,opportunity_type,stage_name,forecast_category,amount,currency_code,term_months,created_date,close_date,is_closed,is_won,contract_id
OPP-000492,ACC-0146,USR-004,"Alvarado, Miller and Patterson - Renewal",Renewal,Closed Won,Closed,662000.0,USD,36,2024-11-12,2025-01-08,1,1,CTR-00474
OPP-000493,ACC-0147,USR-001,White-Green - New Business,New Business,Closed Won,Closed,120000.0,USD,12,2024-12-20,2025-02-24,1,1,CTR-00475
OPP-000494,ACC-0147,USR-001,White-Green - Expansion,Expansion,Closed Won,Closed,28000.0,USD,36,2025-04-19,2025-06-25,1,1,CTR-00476
OPP-000495,ACC-0147,USR-001,White-Green - Expansion,Expansion,Closed Won,Closed,98000.0,USD,12,2025-06-01,2025-07-25,1,1,CTR-00477
OPP-000496,ACC-0148,USR-018,Lewis-Murphy - New Business,New Business,Closed Won,Closed,258000.0,USD,36,2024-09-13,2024-12-11,1,1,CTR-00478
OPP-000497,ACC-0148,USR-018,Lewis-Murphy - Expansion,Expansion,Closed Won,Closed,44000.0,USD,36,2025-03-13,2025-05-14,1,1,CTR-00479
OPP-000498,ACC-0148,USR-018,Lewis-Murphy - Downgrade,Downgrade,Closed Won,Closed,-36000.0,USD,24,2025-06-10,2025-09-03,1,1,CTR-00480
OPP-000499,ACC-0148,USR-018,Lewis-Murphy - Renewal,Renewal,Closed Won,Closed,266000.0,USD,36,2025-10-03,2025-12-18,1,1,CTR-00481
OPP-000500,ACC-0149,USR-002,Ramirez-Bean - New Business,New Business,Closed Won,Closed,169000.0,USD,12,2023-07-30,2023-09-18,1,1,CTR-00482
OPP-000501,ACC-0149,USR-002,Ramirez-Bean - Renewal,Renewal,Closed Won,Closed,144000.0,USD,36,2024-08-05,2024-09-08,1,1,CTR-00483
OPP-000502,ACC-0149,USR-002,Ramirez-Bean - Expansion,Expansion,Closed Won,Closed,84000.0,USD,12,2025-06-25,2025-08-03,1,1,CTR-00484
OPP-000503,ACC-0149,USR-002,Ramirez-Bean - Renewal,Renewal,Closed Won,Closed,228000.0,USD,24,2025-07-05,2025-09-12,1,1,CTR-00485
OPP-000504,ACC-0150,USR-009,King-Miller - New Business,New Business,Closed Won,Closed,98000.0,USD,12,2023-05-07,2023-07-27,1,1,CTR-00486
OPP-000505,ACC-0150,USR-009,King-Miller - Renewal,Renewal,Closed Won,Closed,90000.0,USD,12,2024-03-09,2024-07-05,1,1,CTR-00487
OPP-000506,ACC-0150,USR-009,King-Miller - Expansion,Expansion,Closed Won,Closed,18000.0,USD,12,2024-11-07,2024-12-20,1,1,CTR-00488
OPP-000507,ACC-0150,USR-009,King-Miller - Renewal,Renewal,Closed Won,Closed,108000.0,USD,12,2025-03-20,2025-07-11,1,1,CTR-00489
OPP-000508,ACC-0151,USR-014,Curry Inc - New Business,New Business,Closed Won,Closed,32000.0,EUR,12,2024-12-18,2025-02-07,1,1,CTR-00490
OPP-000509,ACC-0151,USR-014,Curry Inc - Expansion,Expansion,Closed Won,Closed,126000.0,EUR,12,2025-06-22,2025-09-22,1,1,CTR-00491
OPP-000510,ACC-0152,USR-018,Walker-Jones - New Business,New Business,Closed Won,Closed,64000.0,USD,12,2023-01-09,2023-02-09,1,1,CTR-00492
OPP-000511,ACC-0152,USR-018,Walker-Jones - Expansion,Expansion,Closed Won,Closed,16000.0,USD,12,2023-03-08,2023-05-21,1,1,CTR-00493
OPP-000512,ACC-0152,USR-018,Walker-Jones - Renewal,Renewal,Closed Won,Closed,80000.0,USD,12,2023-10-25,2024-02-17,1,1,CTR-00494
OPP-000513,ACC-0152,USR-018,Walker-Jones - Renewal,Renewal,Closed Won,Closed,80000.0,USD,12,2024-11-07,2025-02-16,1,1,CTR-00495
OPP-000514,ACC-0153,USR-017,"Williams, Johnson and Wright - New Business",New Business,Closed Won,Closed,760000.0,EUR,12,2024-04-07,2024-06-02,1,1,CTR-00496
OPP-000515,ACC-0153,USR-017,"Williams, Johnson and Wright - Expansion",Expansion,Closed Won,Closed,475000.0,EUR,12,2024-07-26,2024-09-21,1,1,CTR-00497
OPP-000516,ACC-0153,USR-017,"Williams, Johnson and Wright - Renewal",Renewal,Closed Won,Closed,1235000.0,EUR,24,2025-04-19,2025-06-18,1,1,CTR-00498
OPP-000517,ACC-0153,USR-017,"Williams, Johnson and Wright - Expansion",Expansion,Closed Won,Closed,570000.0,EUR,12,2025-05-11,2025-06-22,1,1,CTR-00499
OPP-000518,ACC-0153,USR-017,"Williams, Johnson and Wright - Expansion",Expansion,Closed Won,Closed,108000.0,EUR,12,2025-06-01,2025-09-21,1,1,CTR-00500
OPP-000519,ACC-0154,USR-009,Howell and Sons - New Business,New Business,Closed Won,Closed,154000.0,USD,24,2023-05-21,2023-08-11,1,1,CTR-00501
OPP-000520,ACC-0154,USR-009,Howell and Sons - Expansion,Expansion,Closed Won,Closed,150000.0,USD,12,2024-02-15,2024-05-05,1,1,CTR-00502
OPP-000521,ACC-0154,USR-009,Howell and Sons - Renewal,Renewal,Closed Won,Closed,304000.0,USD,12,2024-06-02,2024-08-06,1,1,CTR-00503
OPP-000522,ACC-0154,USR-009,Howell and Sons - Renewal,Renewal,Closed Won,Closed,304000.0,USD,12,2025-04-23,2025-08-18,1,1,CTR-00504
OPP-000523,ACC-0155,USR-007,Wells Inc - New Business,New Business,Closed Won,Closed,272000.0,USD,12,2023-02-10,2023-04-14,1,1,CTR-00505
OPP-000524,ACC-0155,USR-007,Wells Inc - Renewal,Renewal,Closed Won,Closed,264000.0,USD,12,2024-03-07,2024-04-25,1,1,CTR-00506
OPP-000525,ACC-0155,USR-007,Wells Inc - Renewal,Renewal,Closed Won,Closed,264000.0,USD,12,2025-03-09,2025-04-06,1,1,CTR-00507
OPP-000526,ACC-0155,USR-007,Wells Inc - Expansion,Expansion,Closed Won,Closed,280000.0,USD,36,2025-10-27,2025-12-20,1,1,CTR-00508
OPP-000527,ACC-0156,USR-020,"Gould, Marshall and Scott - New Business",New Business,Closed Won,Closed,116000.0,USD,12,2024-05-07,2024-08-17,1,1,CTR-00509
OPP-000528,ACC-0156,USR-020,"Gould, Marshall and Scott - Renewal",Renewal,Closed Won,Closed,108000.0,USD,24,2025-06-21,2025-08-05,1,1,CTR-00510
OPP-000529,ACC-0156,USR-020,"Gould, Marshall and Scott - Expansion",Expansion,Closed Won,Closed,18000.0,USD,12,2025-08-30,2025-09-25,1,1,CTR-00511
OPP-000530,ACC-0157,USR-020,Jackson-Lawson - New Business,New Business,Closed Won,Closed,346000.0,USD,12,2025-03-25,2025-06-20,1,1,CTR-00512
OPP-000531,ACC-0157,USR-020,Jackson-Lawson - Downgrade,Downgrade,Closed Won,Closed,-24000.0,USD,24,2025-08-22,2025-12-20,1,1,CTR-00513
OPP-000532,ACC-0157,USR-020,Jackson-Lawson - Expansion,Expansion,Closed Won,Closed,12000.0,USD,36,2025-09-13,2025-12-04,1,1,CTR-00514
OPP-000533,ACC-0158,USR-024,"Higgins, Strickland and Martin - New Business",New Business,Closed Won,Closed,334000.0,USD,12,2024-01-05,2024-03-07,1,1,CTR-00515
OPP-000534,ACC-0158,USR-024,"Higgins, Strickland and Martin - Renewal",Renewal,Closed Won,Closed,334000.0,USD,12,2024-11-27,2025-03-10,1,1,CTR-00516
OPP-000535,ACC-0158,USR-024,"Higgins, Strickland and Martin - Expansion",Expansion,Closed Won,Closed,855000.0,USD,12,2024-11-28,2025-03-15,1,1,CTR-00517
OPP-000536,ACC-0159,USR-002,Rodriguez-Johnson - New Business,New Business,Closed Won,Closed,414000.0,USD,12,2024-01-08,2024-03-14,1,1,CTR-00518
OPP-000537,ACC-0159,USR-002,Rodriguez-Johnson - Expansion,Expansion,Closed Won,Closed,44000.0,USD,12,2024-07-21,2024-11-11,1,1,CTR-00519
OPP-000538,ACC-0159,USR-002,Rodriguez-Johnson - Renewal,Renewal,Closed Won,Closed,458000.0,USD,12,2025-01-23,2025-03-03,1,1,CTR-00520
OPP-000539,ACC-0160,USR-017,Johnston-Odonnell - New Business,New Business,Closed Won,Closed,288000.0,EUR,24,2024-08-10,2024-11-13,1,1,CTR-00521
OPP-000540,ACC-0160,USR-017,Johnston-Odonnell - Downgrade,Downgrade,Closed Won,Closed,-45000.0,EUR,12,2024-12-30,2025-04-25,1,1,CTR-00522
OPP-000541,ACC-0160,USR-017,Johnston-Odonnell - Renewal,Renewal,Closed Won,Closed,243000.0,EUR,12,2025-09-07,2025-11-10,1,1,CTR-00523
OPP-000542,ACC-0161,USR-007,Sanders-Espinoza - New Business,New Business,Closed Won,Closed,44000.0,USD,24,2024-08-19,2024-12-01,1,1,CTR-00524
OPP-000543,ACC-0161,USR-007,Sanders-Espinoza - Expansion,Expansion,Closed Won,Closed,88000.0,USD,24,2024-12-27,2025-03-22,1,1,CTR-00525
OPP-000544,ACC-0161,USR-007,Sanders-Espinoza - Expansion,Expansion,Closed Won,Closed,112000.0,USD,24,2025-07-11,2025-10-20,1,1,CTR-00526
OPP-000545,ACC-0161,USR-007,Sanders-Espinoza - Renewal,Renewal,Closed Won,Closed,244000.0,USD,12,2025-10-19,2025-12-18,1,1,CTR-00527
OPP-000546,ACC-0162,USR-017,Vargas Ltd - New Business,New Business,Closed Won,Closed,152000.0,EUR,36,2024-07-07,2024-08-05,1,1,CTR-00528
OPP-000547,ACC-0162,USR-017,Vargas Ltd - Downgrade,Downgrade,Closed Won,Closed,-60000.0,EUR,12,2024-12-30,2025-04-22,1,1,CTR-00529
OPP-000548,ACC-0162,USR-017,Vargas Ltd - Renewal,Renewal,Closed Won,Closed,84000.0,EUR,36,2025-05-22,2025-08-26,1,1,CTR-00530
OPP-000549,ACC-0162,USR-017,Vargas Ltd - Churn,Churn,Closed Lost,Omitted,84000.0,EUR,12,2025-09-14,2025-12-06,1,0,
OPP-000550,ACC-0163,USR-014,Garcia LLC - New Business,New Business,Closed Won,Closed,36000.0,EUR,36,2024-09-30,2024-12-12,1,1,CTR-00531
OPP-000551,ACC-0163,USR-014,Garcia LLC - Expansion,Expansion,Closed Won,Closed,126000.0,EUR,12,2024-12-14,2025-04-07,1,1,CTR-00532
OPP-000552,ACC-0163,USR-014,Garcia LLC - Expansion,Expansion,Closed Won,Closed,30000.0,EUR,12,2025-06-11,2025-09-24,1,1,CTR-00533
OPP-000553,ACC-0163,USR-014,Garcia LLC - Renewal,Renewal,Closed Won,Closed,192000.0,EUR,36,2025-08-21,2025-12-16,1,1,CTR-00534
OPP-000554,ACC-0164,USR-003,"Burke, Martinez and Riggs - New Business",New Business,Closed Won,Closed,1011000.0,EUR,36,2024-10-02,2024-11-12,1,1,CTR-00535
OPP-000555,ACC-0164,USR-003,"Burke, Martinez and Riggs - Expansion",Expansion,Closed Won,Closed,150000.0,EUR,24,2025-07-23,2025-09-23,1,1,CTR-00536
OPP-000556,ACC-0164,USR-003,"Burke, Martinez and Riggs - Renewal",Renewal,Closed Won,Closed,1161000.0,EUR,12,2025-10-07,2025-11-04,1,1,CTR-00537
OPP-000557,ACC-0165,USR-024,Reed Group - New Business,New Business,Closed Won,Closed,240000.0,USD,12,2023-11-16,2024-03-01,1,1,CTR-00538
OPP-000558,ACC-0165,USR-024,Reed Group - Renewal,Renewal,Closed Won,Closed,222000.0,USD,12,2024-12-11,2025-03-10,1,1,CTR-00539
OPP-000559,ACC-0166,USR-005,"Wood, Hunter and Peterson - New Business",New Business,Closed Won,Closed,286000.0,USD,12,2024-04-15,2024-06-01,1,1,CTR-00540
OPP-000560,ACC-0166,USR-005,"Wood, Hunter and Peterson - Renewal",Renewal,Closed Won,Closed,286000.0,USD,24,2025-05-28,2025-06-26,1,1,CTR-00541
OPP-000561,ACC-0167,USR-025,Short-Garcia - New Business,New Business,Closed Won,Closed,308000.0,USD,12,2024-06-28,2024-09-27,1,1,CTR-00542
OPP-000562,ACC-0167,USR-025,Short-Garcia - Renewal,Renewal,Closed Won,Closed,308000.0,USD,12,2025-05-30,2025-09-19,1,1,CTR-00543
OPP-000563,ACC-0167,USR-025,Short-Garcia - Expansion,Expansion,Closed Won,Closed,570000.0,USD,12,2025-09-06,2025-11-05,1,1,CTR-00544
OPP-000564,ACC-0168,USR-014,Reid-Poole - New Business,New Business,Closed Won,Closed,132000.0,EUR,12,2024-12-07,2025-03-19,1,1,CTR-00545
OPP-000565,ACC-0168,USR-014,Reid-Poole - Expansion,Expansion,Closed Won,Closed,12000.0,EUR,12,2025-09-08,2025-10-14,1,1,CTR-00546
OPP-000566,ACC-0169,USR-014,"Hernandez, Thompson and Boyd - New Business",New Business,Closed Won,Closed,64000.0,EUR,12,2024-01-23,2024-04-04,1,1,CTR-00547
OPP-000567,ACC-0169,USR-014,"Hernandez, Thompson and Boyd - Downgrade",Downgrade,Closed Won,Closed,-16000.0,EUR,36,2024-09-20,2025-01-16,1,1,CTR-00548
OPP-000568,ACC-0169,USR-014,"Hernandez, Thompson and Boyd - Renewal",Renewal,Closed Won,Closed,48000.0,EUR,36,2025-02-18,2025-04-25,1,1,CTR-00549
OPP-000569,ACC-0169,USR-014,"Hernandez, Thompson and Boyd - Expansion",Expansion,Closed Won,Closed,135000.0,EUR,12,2025-05-13,2025-09-07,1,1,CTR-00550
OPP-000570,ACC-0170,USR-013,"Nelson, Morton and Medina - New Business",New Business,Closed Won,Closed,215000.0,USD,24,2022-11-28,2023-02-03,1,1,CTR-00551
OPP-000571,ACC-0170,USR-013,"Nelson, Morton and Medina - Expansion",Expansion,Closed Won,Closed,475000.0,USD,12,2023-05-22,2023-07-11,1,1,CTR-00552
OPP-000572,ACC-0170,USR-013,"Nelson, Morton and Medina - Renewal",Renewal,Closed Won,Closed,665000.0,USD,12,2023-11-08,2024-02-09,1,1,CTR-00553
OPP-000573,ACC-0170,USR-013,"Nelson, Morton and Medina - Renewal",Renewal,Closed Won,Closed,665000.0,USD,12,2025-01-13,2025-02-22,1,1,CTR-00554
OPP-000574,ACC-0171,USR-010,Marshall-Petersen - New Business,New Business,Closed Won,Closed,15000.0,EUR,12,2023-08-10,2023-09-17,1,1,CTR-00555
OPP-000575,ACC-0171,USR-010,Marshall-Petersen - Renewal,Renewal,Closed Won,Closed,15000.0,EUR,12,2024-05-13,2024-09-05,1,1,CTR-00556
OPP-000576,ACC-0171,USR-010,Marshall-Petersen - Renewal,Renewal,Closed Won,Closed,15000.0,EUR,12,2025-07-24,2025-09-08,1,1,CTR-00557
OPP-000577,ACC-0172,USR-016,"Adams, Christian and Rivas - New Business",New Business,Closed Won,Closed,88000.0,USD,12,2022-12-20,2023-03-04,1,1,CTR-00558
OPP-000578,ACC-0172,USR-016,"Adams, Christian and Rivas - Renewal",Renewal,Closed Won,Closed,70000.0,USD,12,2023-12-05,2024-03-19,1,1,CTR-00559
OPP-000579,ACC-0172,USR-016,"Adams, Christian and Rivas - Renewal",Renewal,Closed Won,Closed,70000.0,USD,24,2025-01-07,2025-03-12,1,1,CTR-00560
OPP-000580,ACC-0173,USR-007,Ramirez Group - New Business,New Business,Closed Won,Closed,928000.0,USD,12,2023-08-13,2023-11-04,1,1,CTR-00561
OPP-000581,ACC-0173,USR-007,Ramirez Group - Renewal,Renewal,Closed Won,Closed,910000.0,USD,12,2024-07-25,2024-11-05,1,1,CTR-00562
OPP-000582,ACC-0173,USR-007,Ramirez Group - Expansion,Expansion,Closed Won,Closed,210000.0,USD,12,2025-07-05,2025-10-23,1,1,CTR-00563
OPP-000583,ACC-0173,USR-007,Ramirez Group - Renewal,Renewal,Closed Won,Closed,1120000.0,USD,12,2025-08-20,2025-11-15,1,1,CTR-00564
OPP-000584,ACC-0174,USR-001,Christensen PLC - New Business,New Business,Closed Won,Closed,274000.0,USD,12,2022-12-09,2023-01-19,1,1,CTR-00565
OPP-000585,ACC-0174,USR-001,Christensen PLC - Renewal,Renewal,Closed Won,Closed,266000.0,USD,12,2023-12-18,2024-01-21,1,1,CTR-00566
OPP-000586,ACC-0174,USR-001,Christensen PLC - Renewal,Renewal,Closed Won,Closed,266000.0,USD,12,2024-10-31,2025-01-15,1,1,CTR-00567
OPP-000587,ACC-0174,USR-001,Christensen PLC - Expansion,Expansion,Closed Won,Closed,120000.0,USD,36,2025-02-02,2025-05-08,1,1,CTR-00568
OPP-000588,ACC-0175,USR-005,"Barnett, Rogers and Snyder - New Business",New Business,Closed Won,Closed,112000.0,USD,24,2023-03-26,2023-06-14,1,1,CTR-00569
OPP-000589,ACC-0175,USR-005,"Barnett, Rogers and Snyder - Renewal",Renewal,Closed Won,Closed,112000.0,USD,12,2024-04-01,2024-06-27,1,1,CTR-00570
OPP-000590,ACC-0175,USR-005,"Barnett, Rogers and Snyder - Expansion",Expansion,Closed Won,Closed,570000.0,USD,12,2024-04-14,2024-07-04,1,1,CTR-00571
OPP-000591,ACC-0175,USR-005,"Barnett, Rogers and Snyder - Renewal",Renewal,Closed Won,Closed,682000.0,USD,12,2025-05-11,2025-06-13,1,1,CTR-00572
OPP-000592,ACC-0176,USR-024,White-Lewis - New Business,New Business,Closed Won,Closed,404000.0,USD,12,2024-06-26,2024-08-07,1,1,CTR-00573
OPP-000593,ACC-0176,USR-024,White-Lewis - Expansion,Expansion,Closed Won,Closed,80000.0,USD,24,2024-08-14,2024-11-20,1,1,CTR-00574
OPP-000594,ACC-0176,USR-024,White-Lewis - Renewal,Renewal,Closed Won,Closed,484000.0,USD,24,2025-04-17,2025-08-07,1,1,CTR-00575
OPP-000595,ACC-0176,USR-024,White-Lewis - Expansion,Expansion,Closed Won,Closed,220000.0,USD,12,2025-07-21,2025-11-14,1,1,CTR-00576
OPP-000596,ACC-0177,USR-024,Peterson-Beard - New Business,New Business,Closed Won,Closed,146000.0,USD,12,2025-02-06,2025-06-01,1,1,CTR-00577
OPP-000597,ACC-0177,USR-024,Peterson-Beard - Expansion,Expansion,Closed Won,Closed,126000.0,USD,12,2025-07-31,2025-11-13,1,1,CTR-00578
OPP-000598,ACC-0178,USR-008,"Beard, Peters and Black - New Business",New Business,Closed Won,Closed,133000.0,EUR,24,2023-09-17,2023-11-05,1,1,CTR-00579
OPP-000599,ACC-0178,USR-008,"Beard, Peters and Black - Renewal",Renewal,Closed Won,Closed,108000.0,EUR,12,2024-09-28,2024-11-01,1,1,CTR-00580
OPP-000600,ACC-0178,USR-008,"Beard, Peters and Black - Expansion",Expansion,Closed Won,Closed,264000.0,EUR,12,2024-11-03,2025-01-22,1,1,CTR-00581
OPP-000601,ACC-0178,USR-008,"Beard, Peters and Black - Churn",Churn,Closed Lost,Omitted,372000.0,EUR,12,2025-08-31,2025-10-05,1,0,
OPP-000602,ACC-0179,USR-004,Miller Ltd - New Business,New Business,Closed Won,Closed,532000.0,USD,24,2023-03-20,2023-05-12,1,1,CTR-00582
OPP-000603,ACC-0179,USR-004,Miller Ltd - Renewal,Renewal,Closed Won,Closed,532000.0,USD,36,2024-03-30,2024-05-24,1,1,CTR-00583
OPP-000604,ACC-0179,USR-004,Miller Ltd - Renewal,Renewal,Closed Won,Closed,532000.0,USD,36,2025-02-09,2025-05-14,1,1,CTR-00584
OPP-000605,ACC-0180,USR-007,Freeman-Chang - New Business,New Business,Closed Won,Closed,188000.0,USD,12,2024-04-24,2024-07-19,1,1,CTR-00585
OPP-000606,ACC-0180,USR-007,Freeman-Chang - Expansion,Expansion,Closed Won,Closed,36000.0,USD,24,2024-08-03,2024-11-16,1,1,CTR-00586
OPP-000607,ACC-0180,USR-007,Freeman-Chang - Renewal,Renewal,Closed Won,Closed,216000.0,USD,12,2025-04-18,2025-07-26,1,1,CTR-00587
OPP-000608,ACC-0180,USR-007,Freeman-Chang - Expansion,Expansion,Closed Won,Closed,90000.0,USD,12,2025-08-30,2025-09-25,1,1,CTR-00588
OPP-000609,ACC-0180,USR-007,Freeman-Chang - Downgrade,Downgrade,Closed Won,Closed,-75000.0,USD,24,2025-07-24,2025-11-19,1,1,CTR-00589
OPP-000610,ACC-0181,USR-004,"Alvarez, Joseph and West - New Business",New Business,Closed Won,Closed,98000.0,USD,24,2023-09-22,2023-11-24,1,1,CTR-00590
OPP-000611,ACC-0181,USR-004,"Alvarez, Joseph and West - Renewal",Renewal,Closed Won,Closed,80000.0,USD,12,2024-09-01,2024-11-01,1,1,CTR-00591
OPP-000612,ACC-0181,USR-004,"Alvarez, Joseph and West - Churn",Churn,Closed Lost,Omitted,80000.0,USD,12,2024-11-11,2024-12-16,1,0,
OPP-000613,ACC-0182,USR-005,Davis and Sons - New Business,New Business,Closed Won,Closed,88000.0,USD,36,2023-04-13,2023-05-09,1,1,CTR-00592
OPP-000614,ACC-0182,USR-005,Davis and Sons - Renewal,Renewal,Closed Won,Closed,80000.0,USD,12,2024-01-16,2024-05-09,1,1,CTR-00593
OPP-000615,ACC-0182,USR-005,Davis and Sons - Expansion,Expansion,Closed Won,Closed,285000.0,USD,12,2024-11-26,2025-02-02,1,1,CTR-00594
OPP-000616,ACC-0182,USR-005,Davis and Sons - Expansion,Expansion,Closed Won,Closed,48000.0,USD,12,2025-01-07,2025-03-25,1,1,CTR-00595
OPP-000617,ACC-0182,USR-005,Davis and Sons - Renewal,Renewal,Closed Won,Closed,413000.0,USD,24,2025-03-02,2025-05-22,1,1,CTR-00596
OPP-000618,ACC-0183,USR-025,Holt-Torres - New Business,New Business,Closed Won,Closed,28000.0,USD,12,2024-10-17,2024-12-02,1,1,CTR-00597
OPP-000619,ACC-0183,USR-025,Holt-Torres - Expansion,Expansion,Closed Won,Closed,196000.0,USD,36,2025-08-19,2025-10-16,1,1,CTR-00598
OPP-000620,ACC-0183,USR-025,Holt-Torres - Renewal,Renewal,Closed Won,Closed,224000.0,USD,12,2025-11-18,2025-12-14,1,1,CTR-00599
OPP-000621,ACC-0184,USR-005,"Wood, Tran and Cooper - New Business",New Business,Closed Won,Closed,252000.0,USD,24,2023-07-03,2023-10-04,1,1,CTR-00600
OPP-000622,ACC-0184,USR-005,"Wood, Tran and Cooper - Renewal",Renewal,Closed Won,Closed,252000.0,USD,12,2024-08-11,2024-10-09,1,1,CTR-00601
OPP-000623,ACC-0184,USR-005,"Wood, Tran and Cooper - Expansion",Expansion,Closed Won,Closed,176000.0,USD,12,2024-11-21,2025-02-13,1,1,CTR-00602
OPP-000624,ACC-0184,USR-005,"Wood, Tran and Cooper - Renewal",Renewal,Closed Won,Closed,428000.0,USD,12,2025-09-06,2025-10-25,1,1,CTR-00603
OPP-000625,ACC-0185,USR-017,"Pierce, Bell and Chavez - New Business",New Business,Closed Won,Closed,226000.0,EUR,12,2024-02-14,2024-05-01,1,1,CTR-00604
OPP-000626,ACC-0185,USR-017,"Pierce, Bell and Chavez - Renewal",Renewal,Closed Won,Closed,226000.0,EUR,12,2025-03-24,2025-05-24,1,1,CTR-00605
OPP-000627,ACC-0185,USR-017,"Pierce, Bell and Chavez - Churn",Churn,Closed Lost,Omitted,226000.0,EUR,12,2025-07-22,2025-09-09,1,0,
OPP-000628,ACC-0186,USR-021,King-Martinez - New Business,New Business,Closed Won,Closed,535000.0,USD,12,2023-01-10,2023-02-20,1,1,CTR-00606
OPP-000629,ACC-0186,USR-021,King-Martinez - Renewal,Renewal,Closed Won,Closed,510000.0,USD,12,2023-10-29,2024-02-15,1,1,CTR-00607
OPP-000630,ACC-0186,USR-021,King-Martinez - Downgrade,Downgrade,Closed Won,Closed,-150000.0,USD,12,2024-01-04,2024-04-23,1,1,CTR-00608
OPP-000631,ACC-0186,USR-021,King-Martinez - Renewal,Renewal,Closed Won,Closed,360000.0,USD,12,2025-01-03,2025-02-06,1,1,CTR-00609
OPP-000632,ACC-0187,USR-023,Stewart Ltd - New Business,New Business,Closed Won,Closed,36000.0,USD,12,2023-08-13,2023-09-15,1,1,CTR-00610
OPP-000633,ACC-0187,USR-023,Stewart Ltd - Expansion,Expansion,Closed Won,Closed,198000.0,USD,12,2024-02-25,2024-06-07,1,1,CTR-00611
OPP-000634,ACC-0187,USR-023,Stewart Ltd - Renewal,Renewal,Closed Won,Closed,226000.0,USD,12,2024-07-27,2024-09-23,1,1,CTR-00612
OPP-000635,ACC-0187,USR-023,Stewart Ltd - Churn,Churn,Closed Lost,Omitted,226000.0,USD,12,2025-04-05,2025-05-04,1,0,
OPP-000636,ACC-0188,USR-001,"Tapia, Vaughn and Lee - New Business",New Business,Closed Won,Closed,146000.0,USD,12,2022-11-12,2023-03-02,1,1,CTR-00613
OPP-000637,ACC-0188,USR-001,"Tapia, Vaughn and Lee - Expansion",Expansion,Closed Won,Closed,162000.0,USD,36,2023-07-28,2023-10-16,1,1,CTR-00614
OPP-000638,ACC-0188,USR-001,"Tapia, Vaughn and Lee - Renewal",Renewal,Closed Won,Closed,290000.0,USD,24,2024-01-25,2024-03-18,1,1,CTR-00615
OPP-000639,ACC-0188,USR-001,"Tapia, Vaughn and Lee - Renewal",Renewal,Closed Won,Closed,290000.0,USD,12,2024-12-27,2025-03-23,1,1,CTR-00616
OPP-000640,ACC-0189,USR-001,"Washington, Hardy and Bray - New Business",New Business,Closed Won,Closed,801000.0,USD,36,2023-01-09,2023-04-12,1,1,CTR-00617
OPP-000641,ACC-0189,USR-001,"Washington, Hardy and Bray - Renewal",Renewal,Closed Won,Closed,783000.0,USD,12,2024-03-19,2024-04-18,1,1,CTR-00618
OPP-000642,ACC-0189,USR-001,"Washington, Hardy and Bray - Expansion",Expansion,Closed Won,Closed,140000.0,USD,24,2024-01-20,2024-05-04,1,1,CTR-00619
OPP-000643,ACC-0189,USR-001,"Washington, Hardy and Bray - Expansion",Expansion,Closed Won,Closed,60000.0,USD,12,2024-08-06,2024-09-24,1,1,CTR-00620
OPP-000644,ACC-0189,USR-001,"Washington, Hardy and Bray - Renewal",Renewal,Closed Won,Closed,983000.0,USD,12,2025-03-10,2025-04-07,1,1,CTR-00621
OPP-000645,ACC-0190,USR-018,"Carlson, Hooper and Wall - New Business",New Business,Closed Won,Closed,24000.0,USD,36,2024-09-14,2024-12-16,1,1,CTR-00622
OPP-000646,ACC-0190,USR-018,"Carlson, Hooper and Wall - Expansion",Expansion,Closed Won,Closed,48000.0,USD,24,2024-11-24,2025-03-15,1,1,CTR-00623
OPP-000647,ACC-0190,USR-018,"Carlson, Hooper and Wall - Expansion",Expansion,Closed Won,Closed,48000.0,USD,36,2024-11-03,2025-03-02,1,1,CTR-00624
OPP-000648,ACC-0190,USR-018,"Carlson, Hooper and Wall - Downgrade",Downgrade,Closed Won,Closed,-12000.0,USD,12,2025-09-20,2025-10-20,1,1,CTR-00625
OPP-000649,ACC-0190,USR-018,"Carlson, Hooper and Wall - Renewal",Renewal,Closed Won,Closed,108000.0,USD,12,2025-10-15,2025-12-01,1,1,CTR-00626
OPP-000650,ACC-0191,USR-008,Perez-White - New Business,New Business,Closed Won,Closed,217000.0,USD,12,2024-06-08,2024-09-04,1,1,CTR-00627
OPP-000651,ACC-0191,USR-008,Perez-White - Renewal,Renewal,Closed Won,Closed,217000.0,USD,24,2025-05-30,2025-09-26,1,1,CTR-00628
OPP-000652,ACC-0191,USR-008,Perez-White - Expansion,Expansion,Closed Won,Closed,28000.0,USD,24,2025-08-07,2025-09-18,1,1,CTR-00629
OPP-000653,ACC-0192,USR-010,Erickson and Sons - New Business,New Business,Closed Won,Closed,108000.0,EUR,12,2023-09-12,2023-11-23,1,1,CTR-00630
OPP-000654,ACC-0192,USR-010,Erickson and Sons - Renewal,Renewal,Closed Won,Closed,100000.0,EUR,12,2024-08-13,2024-11-26,1,1,CTR-00631
OPP-000655,ACC-0192,USR-010,Erickson and Sons - Expansion,Expansion,Closed Won,Closed,84000.0,EUR,36,2025-03-12,2025-04-16,1,1,CTR-00632
OPP-000656,ACC-0192,USR-010,Erickson and Sons - Renewal,Renewal,Closed Won,Closed,184000.0,EUR,12,2025-10-01,2025-11-06,1,1,CTR-00633
